id,title,abstract
6976343,The calculation thinking training system research for C program based on B/S mode,"improving the computational thinking ability of students is the focus of the program design course teaching purpose. in the program design, guide students to analyze things and be able to describe things in natural language processing, make students establish the concept of computational thinking, and then through the programming to solve the problem, is an effective way to cultivate students computational thinking and methods. in this paper, on the basis of combing calculation thinking development, in view of the c program design, collection, classification, and refine the calculation thinking part of the classic case of ascension. according to the calculation thinking training method, calculation thinking training support system for c program was designed and developed."
6960872,Polar Codes: Speed of Polarization and Polynomial Gap to Capacity,"we prove that, for all binary-input symmetric memoryless channels, polar codes enable reliable communication at rates within an additive gap varepsilon 0 to the shannon capacity with a block length, construction complexity, and decoding complexity, all bounded by a polynomial in 1 varepsilon . polar coding gives the first known explicit construction with rigorous proofs of all these properties; previous constructions were not known to achieve capacity with less than exp (1 varepsilon ) decoding complexity except for erasure channels. we establish the capacity-achieving property of polar codes via a direct analysis of the underlying martingale of conditional entropies, without relying on the martingale convergence theorem. this step gives rough polarization (noise levels approx varepsilon for the good channels), which can then be adequately amplified by tracking the decay of the channel bhattacharyya parameters. our effective bounds imply that polar codes can have block length (and encodingdecoding complexity) bounded by a polynomial in 1 varepsilon . the generator matrix of such polar codes can be constructed in polynomial time by algorithmically computing an adequate approximation of the polarization process."
7365445,Capacity of Non-Malleable Codes,"non-malleable codes, introduced by dziembowski et al., encode messages s in a manner, so that tampering the codeword causes the decoder to either output s or a message that is independent of s. while this is an impossible goal to achieve against unrestricted tampering functions, rather surprisingly non-malleable coding becomes possible against every fixed family p of tampering functions that is not too large (for instance, when ii 22n for some ; 1, where n is the number of bits in a codeword). in this paper, we study the capacity of non-malleable codes, and establish optimal bounds on the achievable rate as a function of the family size, answering an open problem from dziembowski et al. specifically, we prove that for every family p with ifi ii 22n, there exist non-malleable codes against p with rate arbitrarily close to 1- this is achieved with high probability (w.h.p.) by a randomized construction. we show the existence of families of size exp(no(1)2n) against which there is no non-malleable code of rate 1 - (in fact this is the case w.h.p for a random family of this size). we also show that 1 - is the best achievable rate for the family of functions, which are only allowed to tamper the first n bits of the codeword, which is of special interest. as a corollary, this implies that the capacity of non-malleable coding in the split-state model (where the tampering function acts independently but arbitrarily on the two halves of the codeword, a model which has received some attention recently) equals 12. we also give an efficient monte carlo construction of codes of rate close to 1 with polynomial time encoding and decoding that is non-malleable against any fixed c 0 and family p of size 2nc, in particular tampering functions with, say, cubic size circuits."
9576399,Removing the Walls Around Visual Educational Programming Environments,"many block-based programming environments have proven to be effective at engaging novices in learning programming. however, most restrict access to the outside world, limiting learners to commands and computing resources built in to the environment. some allow learners to drag and drop files, connect to sensors and robots locally or issue http requests. but in a world where most of the applications in our daily lives are distributed (i.e., their functionality depends on communicating with other programs or accessing resources and data on the internet), the lack of support for beginners to envision and create such distributed programs is a lost opportunity. this paper argues that it is not only feasible, but crucial, to create environments with simple yet powerful abstractions that open up distributed computing and other widely used but advanced computing concepts including networking, the internet of things, and cybersecurity to novices. by thus removing the walls around our environments, we can expand opportunities for learning considerably: programs can access a wealth of online data and web services, and communicate with other projects. moreover, these changes can enable young learners to collaborate with each other during program construction whether they share their physical location or study remotely. importantly, providing access to the wider world will also help counter widespread student perceptions that block-based environments are mere toys, and show that they are capable of creating compelling applications. the paper presents netsblox, a programming environment that supports these ideas and shows that tools can be designed to democratize access to powerful ideas in computing."
8907854,Modeling and Analysis of First Aid Command and Dispatching System of Cloud Medical System,"nowadays, with the phenomenon of the world ageing getting serious, the demand for intelligent medical treatment becomes higher than past. a series of smart bracelets have been launched for the health of the elderly, which can detect the health condition of the elderly in real-time. when an abnormal phenomenon occurs and the rescue will be needed, it can transmit the signal to the medical platform of the hospital or the mobile phone of its guardian, and then the hospital would send an ambulance and relevant doctors to rescue the patient. this paper mainly studies the starting bracelet sensors to collect data to rescue behavior of the entire process, proposes a petri net model of distributed resource allocation based on cloud medical system. through the structural analysis of the model and the construction of the algorithm, the rationality and efficiency of the whole system model are verified, and the case study shows that the model can effectively find the optimal scheduling path and each part of the system can respond well."
10636140,Navigating the Pitfalls: Analyzing the Behavior of LLMs as a Coding Assistant for Computer Science Students—A Systematic Review of the Literature,"in recent years, large language models (llms) have been employed significantly in different domains of computing education. nevertheless, these models have been focused on essential adherence to their integration as coding assistants in computing education. however, attention has been switched to thoroughly examining and analyzing llm behavior, particularly in computing education for programming tasks such as code generation, code explanation, and programming error message explanation. therefore, it becomes imperative to understand their behavior to examine potential pitfalls. this article addresses this gap systematically and details how different llm-based coding chatbots, such as chatgpt, codex, copilot, and others, react to various coding inputs within computing education. to achieve this objective, we collected and analyzed articles from 2021 to 2024, and 72 studies were thoroughly examined. these objectives include investigating the existing limitations and challenges associated with utilizing these systems for coding tasks, assessing their responses to prompts containing coding syntax, examining the impact of their output on student learning, and evaluating their performance as debugging tools. the findings of this review highlight that it is premature to incorporate these systems into computing education due to their limitations that may limit their effectiveness as comprehensive coding assistants for computer science students. these limitations include issues with handling prompts containing code snippets, potential negative impacts on student learning, limited debugging capabilities, and other ineffectiveness. the finding also reports multiple research directions that can be considered in future research related to llms in computing education."
7739687,Skill progression in MIT app inventor,"this paper contributes to the growing body of research that attempts to measure online, informal learning. we analyze skill progression in mit app inventor, an informal online learning environment with over 5 million users and 15.9 million projectsapps created. our objective is to understand how people learn computational thinking concepts while creating mobile applications with app inventor. in particular, we are interested in the relationship between the progression of skill in using app inventor functionality and in using computational thinking concepts as learners create more apps. we model skill progression along two dimensions: breadth and depth of capability. given a sample of 10,571 random users who have each created at least 20 apps, we analyze the relationship between demonstrating domain-specific skills by using app inventor functionality and generalizable skills by using computational thinking concepts. our findings indicate that domain-specific and generalizable skills progress similarly; there is a common pattern of expanding breadth of capability by using new skills over the first 10 projects, then developing depth of capability by using previously introduced skills to build more sophisticated apps."
7296518,Employing narratives to trigger interest in computational activities with inner-city girls,"there has been a well-documented and persistent drop in the number of women in computer science and engineering courses 1. young peoples decisions about participation often start early and have been linked to particular experiences 2. for some young people, these experiences are less than encouraging. in the us, high school computer science courses are overwhelmingly male dominated 3. schools serving minority students and those from lower socioeconomic backgrounds often struggle to even offer such classes 4. even when opportunities exist, many girls and underrepresented populations face barriers such as negative stereotypes and dearth of role models and community 5. the digital youth divas program was created to address these issues through intentional design. the program is developed to trigger situational interest 6 in girls through a combination of community, project-based instruction, on- and offline learning spaces, and narrative stories. triggered situational interest is critical as an opening to move on to subsequent phases that are more independent of environmental factors. understanding potential effective triggers for girls, minorities, and youth from lower socioeconomic backgrounds is critical to engaging such populations in stem learning. (1) community: middle school girls interested in fashion and design are recruited, especially from areas that have traditionally been underserved. adult mentors who are not engineers, but share cultural connections with the girls and have gone through curriculum and pedagogical training, attend to specific practices of encouraging, helping to troubleshoot, and developing community. (2) project-based instruction: the program combines principles of fashion, design, and dance with the power and possibilities of electronic circuits and programming to develop interactive e-fashion projects and virtual programmed choreographies. scaffolded challenges work through stages of design and computational thinking, including paper prototyping, implementation, feedback, and revision. (3) integrated on and offline learning spaces: girls work through projects in a shared physical space using supplied materials. an online system, iremix, is the mechanism for independent work and leveling up. (4) interactive narrative stories: narratives can provide context that helps relate abstract concepts to real-world issues 7, increase motivation and positively contribute to girls science identity 8, and provide focus for design by communicating tasks, specifically when readers can identify with the stories 9. compelling stories conveyed in text and multimedia (video, audio, images) is employed to engage middle school girls in activities involving computational thinking. the stories center on a group of middle school girls involved in the digital youth divas program, and combines aspects of contemporary young adult fiction (mystery, social and emotional issues) with content, topics, and project work from the e-textiles and programming curricula. the interactive narratives unfold through the iremix platform: girls launch narratives and at intervals are prompted to engage in project-based work. the girls solve challenges by submitting work online, and receive and respond to messages from characters. our early exploratory research suggested that narratives prompted discussions of identity, and contributed to participant interest in the program content and motivation to engage in project work."
4402039,Human Being Properties of Saplings Growing up Algorithm,"the human culture and cognition are consequence of the thinking capability of human, and thinking is a social activity. people have similar idea and opinion interacts, and interactions force people to have similar idea and interaction take place locally. however, its effect is global. in this study, we try to determine define the computational thinking for saplings growing up algorithm (sgua) which belongs to evolutionary algorithms. thinking capability can be defined based on the process interaction for similar solutions. sgua has four operators: mating, branching, vaccinating and surviving. we determined the computational thinking capability for each operator. finally, we determined computational thinking capability of sgua."
9962737,Interdisciplinary Computing Education: An Introductory Programming and Data Science Course for Postdoctoral Researchers in the Biosciences,"this innovative-practice full paper presents the curriculum development of an introductory course in programming and data science for postdoctoral researchers (pdrs) in the biosciences. the use of computing software has become ubiquitous and a working knowledge of data science has become increasingly essential for researchers in all domains. however, curriculum development focusing on imparting foundational programming skills and fundamentals of data science for researchers in domains other than computing has been scarce. thus, there is an unmet need for curriculum development involving computational thinking, programming, and the fundamentals of data science for this audience. recognizing these growing needs and demands of researchers to learn programming and data science that can then be applied to their area of research or practice, we developed an introductory course in programming and data science for pdrs in biology and medicine. the primary goal of the course was to develop computational thinking skills in pdrs who hail from backgrounds that have traditionally not focused on inculcating computational thinking. this course covered the fundamental concepts of programming using either python or r - languages that researchers outside the computing community use in numerous ways including the statistical analysis of large datasets that are becoming increasingly common in biomedical research. further, pdrs enrolled in the course were introduced to some of the broad categories of problems in data science - exploratory data analysis, classification, regression, and clustering - along with relevant algorithms and how they can be applied to real-world datasets in their respective domains using packages or libraries in python or r. we also report the feedback from the enrolled pdrs, lessons learned, and recommendations for instructors interested in designing similar curricula. our course focusing on computing and data science education for postdoctoral scholars from a non-computing background demonstrates a promising model for incorporating computing education in other areas of study that do not traditionally have a focus on computing education as well as in continuing education."
5508834,Transforming the Instruction of Introductory Computing to Engineering Students,"computer science as a discipline encompasses the study and creation of computational techniques for problem-solving. unfortunately, much of the benefit of these techniques to engineering students is lost in translation, in part due to the disconnect between introductory computing courses and the disciplinary courses that introduce problems that could benefit from computational techniques. a considerable body of literature has documented the ineffectiveness of traditional programming courses in transferring usable knowledge to students, specifically where problem-solving skills and computational thinking are concerned. this paper describes a transformative change to the instruction of introductory computing to engineering students, in the context of a single non-major course. in the proposed architecture, a core lecture is supplemented with plug-in domain-specific modules and problems that are presented in domain-specific recitationlaboratory sections. the focus of the lecture component of the course is to introduce the core concepts and skills required for computational thinking, including algorithms and software engineering techniques. the recitationlaboratory component encourages and guides the application of these skills to introductory problems in engineering. the objective is to shift the emphasis from the minutia of the syntax of textual programming languages to computational thinking."
6826147,Use of cutting edge educational tools for an initial programming course,"programming skills are an important component of an engineering curriculum, not only because they enable the customization of software tools to be used in the profession, but also (and perhaps more crucially) because of the computational thinking and problem solving capabilities that are ideally developed by young students who learn to program for the first time. the necessity to expand the computing curriculum across a wider range of schools and university courses for students who are not majoring in computer science (cs) ) it is well-documented in literature 1, as is the difficulty of teaching 21st century skills (www.p21.org. this work presents an educational approach to teaching initial programming based on the development of fundamental and transversal skills and computer science skills, including creative and computational thinking as well as problem solving and critical thinking. the approach is based on cutting-edge educational tools, namely the visual programming frameworks scratch, appinventor, byob, and the well-known cc language; curriculum material is drawn from csprinciples pilot courses, cs unplugged, school level preparation material for the international olympiad in informatics, and are complemented by supplementary information. the pedagogical approaches used in the course are based on constructivist learning theory, experiential learning and guided inquiry. this paper presents a year-long teaching experience in a 10th13th grade high school with 14 to 16-year-old students. ways to extend the experience to a university course are also presented. an initial analysis of the course results, both qualitative (based on two student surveys) and quantitative (based on formal written examinations) is presented and discussed. results are encouraging, showing how visual programming languages help students to improve their problems solving skills and reasoning practices. exposing the younger generation to computational concepts is fundamental in order to improve the mastering of these concepts and increase the success rate in university studies."
7044089,"""AliCe-ViLlagE"" Alice as a Collaborative Virtual Learning Environment","there is a growing literature demonstrating the importance of collaboration and teamwork in the process of learning computational thinking and the foundational aspects of computer science. while collaborative virtual environments are becoming widespread in the software development professional domain and in various areas of advanced learning, their use in the introductory stages of learning computing is still very limited. on the other hand, in recent years, there has been a blooming of attractive programming environments specifically designed to expose young students (e.g., middle school age) to computational thinking. alice is a very popular introductory programming environment, focused on programming through animations and story-telling. this paper introduces a novel extension of the alice framework that enables interaction and collaboration among students in the development of programs. in particular, the new version of alice described in this paper provides support for virtual pair programming. the modified version of alice allows two students to remotely share a virtual world, and interact in its construction; the system supports roles assignments, to allow teachers to control activities and contributions of the two students in the creation of a programming project."
7760705,Interactive learning environment for practical programming language based on web service,"as the needs of education of programming language increase, the importance of the learning environment has been emphasized. based on the social trends, various web services for the education of programming which improves the computational thinking of a student. among the web services, block-based programming languages are well known as an effective educational tool for a primary student though a freshman in the university. these tools are proven to be useful tools since the tools provide same programming environment to the students and the teachers anytime and anywhere. however, the environments may be insufficient for learning practical programming languages, such as cc and java, because they are not the block-based programming languages. this paper introduces a block-based learning environment for c programming language using web services. the environment fills the gap between building computational thinking and learning the syntax of the programming language. the programming environment provides the equivalent environment to teachers and the students during the programming hands-on."
8511891,An Automated Evaluation System for App Inventor Apps,"more and more k-12 schools are paying attention to the training of computational thinking. a considerable amount of k-12 use blocked-based visual programming platforms such as scratch, app inventor, alice and etc. mit app inventor is one of the more popular mobile application visualization programming platforms. visual programming is based on the you see what you get doctrine. its simplicity and ease of use coheres with k-12 teaching principles and allows students to access to computational thinking without the burden of learning coding grammar. recently app inventor is gaining momentum and traction in china at a very high speed and is expected to grow even faster in the future. teachers using app inventor for teaching face the problem of having to go through a very high number of app inventor apps without any way to catalogue them. the 2017 google app inventor competition alone received over 1300 entries. this article aims to devise an automated scoring method based on tf-idf and clustering to help teachers evaluate app inventor apps, thus greatly reducing their workload. evaluating the method gives us an 75.42 with space for further improvement in the future."
9481012,Bluetooth Communications in Educational Robotics,"in a world in a continuous and rapid change, it is absolutely necessary for our students to keep up with the rapid progress of new technologies: internet of things (iot), robotics, artificial intelligence (ai), virtual reality (vr), augmented reality (ar) etc. the rapid evolution and diversification of these emerging technologies has recently led to their introduction into the educational offer of the school curriculum for the gymnasium. the discipline of information and communication technology (ict) has already been implemented, a discipline that involves both the formation of skills to use new technologies and the formation of computational thinking necessary for the efficient and intelligent use of these technologies. in order to teach and learn physics from a stem (science, technology, engineering and mathematics) educational perspective, we initiated optional school courses of iot, robotics and ai (approached through machine learning). these courses stimulate, at the level of students, computational thinking, creativity and innovation and lead, from an interdisciplinary perspective, to the development of emerging specializations such as mathematics-physics-automation, mathematics-physics-electronics, mathematics-physics-informatics-robotics etc. in this paper we presented a method of approaching, in the school educational space, the study of wireless communication technologies between smart devices, through an educational robotics project. the project consisted of creating a wireless controlled mobile robotic platform (robot car) via a bluetooth module connected to an arduino uno board."
9273818,Tracking Representational Flexibility Development through Speech Data Mining,"in this work-in-progress research we exploited and investigated a virtual reality (vr) based, flexibility learning environment (fle) in which adolescents with autism use, customize, and design an assortment of simulation games that represent and exemplify the application of forces and newtons laws of motion. the simulationgame modeling and making tasks acted as the primers of practicing and assessing representational flexibility in solving the engineering design problems with computational thinking. the participants participation behaviors and verbal utterances during the intervention sessions have been archived via screen and webcam recordings. the current study findings indicated that two approaches of speech or text data mining, multi-label classification and similarity index, can act as the in-situ performance assessment methods to evaluate the representational flexibility development for engineering design and computational thinking of a heterogeneous learner group."
10343283,Coding Like a Data Miner: A Sandbox Approach to Computing-Based Data Science for High School Student Learning,"personal health tracking devices and internet-based digital platforms with the capacity to collect, aggregate, and store data at massive scales are examples of tools that have broadened priorities in computing to include data science. in response, there has been growing attention in research and practice emphasizing pre-college groups. this is partly because of the growing recognition-reflected in initiatives like cs4all, code.org, bootstrap: data science, exploring computer science-that learning experiences before college are consequential in sustaining a robust pipeline of computer scientists and engineers. despite these inroads, there is justifiable concern that existing efforts might not fully support learner development in the necessary conceptual, epistemological, and heuristic styles needed to productively parse and understand big data. this is because computing-based curricula that include data science often involve data curated by others (rather than learners directly), which results in simulated versions of practice instead of engagement that is realistically discursive and messy. this is further complicated by the persistent shortage of k-12 computer science teachers in general and even fewer who can design and implement curricula that support authentic engagement with data science. to address these issues, we leverage culturally relevant and constructionist perspectives in a sandbox (i.e., open-ended) science where tools like scratch and electronic textiles (e-textiles) have had success expanding possibilities in computing to also include activities where learners can engage broadly along varied pursuits-and encounter challenges that spur computational thinking and problem-solving. the literature suggests that learning activities framed in this way encourage knowledge construction, practice literacies, and seriously impact learner attitudes, interest, and perceptions of growth in the field. this latter set of self-concept measures represents a few of many related key predictors of long-term field participation and persistence. in this work-in-progress scholarship of discovery research, we co-develop, with youth and educators, coding like a data miner (cldm)-a sandbox approach to computing-based data science wherein learners access a social media platform, twitter, to mine, analyze, and understand quantitative and qualitative data sources. in this preliminary work, we assess affordances in co-developing a curriculum that leverages sandbox approaches to data science. ultimately (and what will be presented in our final submission), we aim to study learning outcomes when high school students access, analyze and make sense of big data sets of their own. we collaborated with high school teachers in a west texaspaso del norte region where computer science educators are exceptionally scarce and where there is an urgent and persistent need to support underrepresented learner access to burgeoning areas of computing. using mixed-methodological approaches (e.g., quantitative analysis of learner pre- and post-survey responses along with qualitative assessments of semi-structured interview data), we address the following research questions: (1) what affordances exist using co-design approaches to develop sandbox data science for pre-college learners (2) which computational concepts do students learn when carrying out cldm activities, (3) which computational practices do high school students enact when mining, processing, and analyzing big data sets in cldm (4) how do learner knowledge and perceptions about data science shift after participating in cldm we use contemporary perspectives in computing education, constructionism, and equity to discuss how open-ended sandbox approaches to computing-based data science support learner computational thinking, practice literacies, and field perceptions."
8985981,Providing Equitable Access to Computing Education in Mississippi,"to maintain competitiveness as a nation, the united states must broaden participation in computing education and career pathways. integrating computational thinking and computer science in k-12 classrooms is becoming increasingly essential to the development of a responsible and innovative workforce. further, with increased recognition of the need for computing competency, workforce development programs that target the emerging workforce that may not be on a college pathway and those citizens who want to retool for the digital economy are also essential. this study examines work by researchers and practitioners in mississippi to engage all public school students and the workforce with computational thinking, computer science concepts, and cybersecurity, providing pathways for learning that make computing education accessible for all citizens. the state of mississippi has the lowest median wage in the nation, and one of the lowest rates of stem employment. with half of the public school children identified as african american, and half of them female, there is much opportunity for broadening participation in computing. assessments from a k-12 teacher professional development programs will be discussed, in addition to outcomes from one year of a workforce development program."
10578608,How Various Educational Features Influence Programming Performance in Primary School Education,"in the digital age, programming education has become increasingly important, even in primary schools. however, introducing programming at such an early stage presents unique challenges, given the need for students to grasp mathematical concepts, abstract thinking, and the intricacies of programming syntax. educational data mining (edm) offers a potential contribution by predicting learning performance, facilitating the optimization of the learning processes, and providing real-time guidance. a notable gap in the current literature about edm in programming education is its predominant emphasis on the university level. our research objectives were to identify features influencing primary school students programming capabilities. a more comprehensive dataset was introduced, incorporating psychometric data and highlighting features such as learning motivation and attitude, computational thinking data, and other potentially influential variables, which set our study apart from previous studies. we found that the strongest predictor was academic performance in information technology, followed by psychometric data on students learning attitudes and motivation. computational thinking also emerged as a significant feature in predicting programming performance. its worth highlighting that involvement in extra-curricular activities, like olympic mathematics training, showed a significant association, underscoring the importance of mathematical logic and reasoning in programming. this is further bolstered by the evident correlation with academic performance in mathematics, confirming its pivotal role in shaping programming abilities. interestingly, the correlation of academic performance in chinese is also significant, indicating that the language medium of instruction can notably influence success."
7943068,Introducing the practices for adopting the constructivist teaching in game engineering,"in this paper, we are going to present our solid experience in applying constructivism to teach computational thinking and game engineering. fifty undergraduate students have created nine game based learning applications for a special school in two semesters. this special school caters to children who are severely mentally handicapped, and their day-to-day training consists of repetitive tasks that are designed to help them to express their needs to a certain degree. we will present (1) our timeline and detailed setting of our course which is different from traditional lecture setting. (2) the way to provide situated learning which helps our students to develop better, larger and more linked information. (3) the ways to provide constructivist teaching which helps our students to construct the knowledge of computational thinking and game engineering, so that it can improve their products and have a better interaction with the real world."
7250352,Construction of virtual-actual fusion experiment platform: Exploration of University Computer reform in local college,"based on present situation analysis of university computer foundation course facing reformation in local college, for the purpose of training computational thinking ability, this paper integrates virtual experiment system into practice teaching link and constructs virtual-actual fusion experiment platform. it consists of four parts, such as virtual experiment platform, practical platform, network platform and comprehensive test platform. the platform provides much and enough practice training in the class and outclass for the students, trains computational thinking ability, meanwhile, improves application skills and innovative quality."
8190558,Learning Java in a New York City immigrant engineer retraining program,"this research explores the psychology of programming and the pedagogical environment in a certificate granting urban immigrant engineer retraining program in new york city. the program is aimed at teaching under-represented immigrant engineer students to learn how to program in the java programming language. the programming concepts and the fostered pedagogical environment were implemented in three-hour evening sessions over 15 weeks in which the students were encouraged to develop programming communities while working on computational thinking concept strands. the research findings that we report are threefold. first, we report on how we fostered building programming concepts into the curriculum into a set of activities specifically designed for an immigrant engineer retraining program with students ranging in backgrounds. we found that at that the program curriculum must be flexible enough for student learning regardless of the fact that a student may miss sessions. second, we report on how an effective pedagogical environment, which fosters student-centered learning, was promoted so that the students could construct their own meanings of the programming concepts. third, we report on implementation strategies unique to a retraining program, such as specific environmental constraints as well as how sessions were partitioned into components that fostered computational thinking while learning java. our findings provide unique insights into intervention constraints for an urban retraining program which can be used to guide and inform further retraining computer learning program research."
10343256,Enculturation of Students to Engineering and COVID's Impact Associated,"enculturation to engineering is a topic of interest to professional organizations such as asee or ieee. enculturation can be understood as the process by which students are assimilated into the engineering culture. this culture involves the base knowledge, practices, and values shared by the community of practicing engineers. both the culture and its assimilation are somewhat obscure and often attributed to role-modeling and hidden curriculum. nevertheless, undergraduate students are expected to undergo this assimilation process, and by the end of a five-year program, they behave, talk, and do what engineers do. an approach to this process is the well-established model of engineering identity. this model of identity, however, limits its scope to the intrinsic process occurring in the student without paying much attention to the support systems expected to welcome and nurture students into the profession. enculturation is a relatively new model that proposes both intrinsic and extrinsic factors affecting this assimilation of students. during the spring of 2022, a team of researchers at a u.s. southwest institution applied a survey to operationalize the extrinsic factors of a recently outlined engineering model of enculturation to understand the impact of covid on engineering students. eight likert-based questions were asked to 534 engineering undergraduate students at different school year classifications (e.g., sophomore, junior, or senior). the model of enculturation tested eight extrinsic factors involving (1) engineering design, (2) teamwork, (3) engineering profession, (4) ethics, (5) engineering communications, (6) mathematicalphysical modeling, (7) problem-solving, and (8) algorithmiccomputational thinking. additional likert-based questions asked students about the perceived impact of covid on their educational experience. the research questions guiding their investigation were: (a) how are the dimensions of enculturation to engineering changing across engineering undergraduate classifications, and (b) how is enculturation associated with the covid impact on students preliminary results show that six of the factors (namely 15 and 7) increase by students school classification. this means that students in the lower years of their undergraduate program perceive their enculturation, as portrayed by factors 15 7, less than students at more advanced stages of their program. in terms of the perceived impact of covid, only two factors showed negative correlations with this perceived impact the factors were ethics and algorithmiccomputational thinking. in other words, the worse the students perception of covids impact on their educational experience, the less they endorsed their enculturation in the impact of society of their technical solutions and their use of programming languages. while these results show encouraging applicability of the enculturation model, it can only be considered a first approach to a more fully developed model. the researchers expect to engage the fie community in a discussion leading to a more refined enculturation model."
10127310,Effectiveness of Metaphors in Problem Based Learning,"the paradigm of education has undergone a significant transition from traditional teacher-directed instruction to student-centered problem-based learning. in various contexts, problem-based learning, computational thinking, and metaphor-based learning approaches have been used to deliver an efficacious learning of the concept. this paper puts forward a model and its usage to build metaphor based case studies directing towards cognitive thinking, self-directed learning and lifelong learning. the model directly influences on the problem solving thought process. the paper further presents a case study on application of this model and its effectiveness validated through the embedded design method. the method appears to be effective in from model analysis and feedback collected. this directly connects to the pattern recognition paradigm of the computational thinking process."
10935485,A Teaching Innovative Model of C++ Based on Outcome-Based Education (OBE) and Integration of ACM Competition and Teaching,"aiming at the main problems of the traditional c course teaching, in this paper, a c teaching innovation model based on the concept of the outcome-based education (obe) and the integration of the acm competition and teaching is proposed based on the background of the era of the new engineering. it takes the problem-solving and the live code as the main teaching line, takes the information technology teaching as the means, promotes the students integration of the theory and practice by the acmicpc competition, and organically combines the process assessment and the final assessment, and implements the diversified assessment forms. for theoretical teaching, the authors put forward an innovative model of c teaching based on the concept of the obe and the combination of the acm competition and teaching. for practical teaching, the authors designed a keyword-oriented oj system to address the problem of the large differences in the programming ability among the students. for the course assessment, the authors designed a c multi-topic intelligent online examination system. the results of more than ten years practical teaching show that the innovative model of the c teaching based on the obe concept and the acm competition has effectively cultivated the students computational thinking and significantly improved their programming ability and innovation ability. in the past ten years, our students won many acmicpc prizes. at present, this teaching innovation model has been effectively promoted and applied in three campuses of our university. it has a certain leading and exemplary role in cultivating the top-notch innovative talents in the field of the computer science with the excellent professional programming ability, computational thinking, the national sentiment, the global vision and the all-round development."
7522242,New Informatics curriculum — Croatian tradition with world trends,"croatian curriculum reform started in february 2015 as one of measures in strategy for education, science and technology. during first phase of curriculum reform 55 documents were created - for all levels of pre-tertiary education, all subjects, cross curricular topics and frameworks for assessment, special education and gifted education. one of subject curriculum document is for subject informatics whose authors are: predrag broanac, nikolina bubica, lidija kralj, zlatka markui, marina mirkovi, maristela rubi and darka sudarevi with support: antonela czwyk maric, viktorija hrzica and branka vuk. aims of subject informatics are to enable students to become digitally literate, to develop computational thinking, digital wisdom, critical thinking and use technology effectively, responsibly and respectfully. in order to reach that aims curriculum of informatics is organized in four domains: information and digital technologies, computational thinking and programming, digital literacy and communication and e-society."
